p0 init
p1 init
p2 init
p3 init
p4 init
p5 init
p6 init
p7 init
p8 init
p9 init
p10 init
p11 init
p12 init
p13 init
p14 init
p15 init
p10 sleep 0.01723868
p11 sleep 0.01723868
p12 sleep 0.01723868
p13 sleep 0.01723868
p14 sleep 0.01723868
p15 sleep 0.01723868
p0 compute 5000000
p1 compute 5000000
p2 compute 5000000
p3 compute 5000000
p4 compute 5000000
p5 compute 5000000
p6 compute 5000000
p7 compute 5000000
p0 sleep 0.01
p1 sleep 0.01
p2 sleep 0.01
p3 sleep 0.01
p4 sleep 0.01
p5 sleep 0.01
p6 sleep 0.01
p7 sleep 0.01
p8 sleep 0.02
p9 sleep 0.02
p10 sleep 0.02
p11 sleep 0.02
p12 sleep 0.02
p13 sleep 0.02
p14 sleep 0.02
p15 sleep 0.02
p0 compute 5000000
p1 compute 5000000
p2 compute 5000000
p3 compute 5000000
p4 compute 5000000
p5 compute 5000000
p6 compute 5000000
p7 compute 5000000
p0 sleep 0.01
p1 sleep 0.01
p2 sleep 0.01
p3 sleep 0.01
p4 sleep 0.01
p5 sleep 0.01
p6 sleep 0.01
p7 sleep 0.01
p8 sleep 0.02
p9 sleep 0.02
p10 sleep 0.02
p11 sleep 0.02
p12 sleep 0.02
p13 sleep 0.02
p14 sleep 0.02
p15 sleep 0.02
p0 compute 2500000
p1 compute 2500000
p2 compute 2500000
p3 compute 2500000
p4 compute 2500000
p5 compute 2500000
p6 compute 2500000
p7 compute 2500000
p0 sleep 0.015
p1 sleep 0.015
p2 sleep 0.015
p3 sleep 0.015
p4 sleep 0.015
p5 sleep 0.015
p6 sleep 0.015
p7 sleep 0.015
p8 sleep 0.02
p9 sleep 0.02
p10 sleep 0.02
p11 sleep 0.02
p12 sleep 0.02
p13 sleep 0.02
p14 sleep 0.02
p15 sleep 0.02
p0 send p8 865000
p8 recv p0
p1 send p9 865000
p9 recv p1
p2 send p10 865000
p10 recv p2
p3 send p11 865000
p11 recv p3
p4 send p12 865000
p12 recv p4
p5 send p13 865000
p13 recv p5
p6 send p14 865000
p14 recv p6
p7 send p15 865000
p15 recv p7
p0 sleep 0.01
p1 sleep 0.01
p2 sleep 0.01
p3 sleep 0.01
p4 sleep 0.01
p5 sleep 0.01
p6 sleep 0.01
p7 sleep 0.01
p8 sleep 0.01
p9 sleep 0.01
p10 sleep 0.01
p11 sleep 0.01
p12 sleep 0.01
p13 sleep 0.01
p14 sleep 0.01
p15 sleep 0.01
p0 send p8 865000
p8 recv p0
p1 send p9 865000
p9 recv p1
p2 send p10 865000
p10 recv p2
p3 send p11 865000
p11 recv p3
p4 send p12 865000
p12 recv p4
p5 send p13 865000
p13 recv p5
p6 send p14 865000
p14 recv p6
p7 send p15 865000
p15 recv p7
p0 sleep 0.01
p1 sleep 0.01
p2 sleep 0.01
p3 sleep 0.01
p4 sleep 0.01
p5 sleep 0.01
p6 sleep 0.01
p7 sleep 0.01
p8 sleep 0.01
p9 sleep 0.01
p10 sleep 0.01
p11 sleep 0.01
p12 sleep 0.01
p13 sleep 0.01
p14 sleep 0.01
p15 sleep 0.01
p0 send p8 865000
p8 recv p0
p1 send p9 865000
p9 recv p1
p2 send p10 865000
p10 recv p2
p3 send p11 865000
p11 recv p3
p4 send p12 865000
p12 recv p4
p5 send p13 865000
p13 recv p5
p6 send p14 865000
p14 recv p6
p7 send p15 865000
p15 recv p7
p0 sleep 0.01
p1 sleep 0.01
p2 sleep 0.01
p3 sleep 0.01
p4 sleep 0.01
p5 sleep 0.01
p6 sleep 0.01
p7 sleep 0.01
p8 sleep 0.01
p9 sleep 0.01
p10 sleep 0.01
p11 sleep 0.01
p12 sleep 0.01
p13 sleep 0.01
p14 sleep 0.01
p15 sleep 0.01
p0 send p8 530000
p8 recv p0
p1 send p9 530000
p9 recv p1
p2 send p10 530000
p10 recv p2
p3 send p11 530000
p11 recv p3
p4 send p12 530000
p12 recv p4
p5 send p13 530000
p13 recv p5
p6 send p14 530000
p14 recv p6
p7 send p15 530000
p15 recv p7
p0 sleep 0.01361239
p1 sleep 0.01361239
p2 sleep 0.01361239
p3 sleep 0.01361239
p4 sleep 0.01361239
p5 sleep 0.01361239
p6 sleep 0.01361239
p7 sleep 0.01361239
p8 sleep 0.01361239
p9 sleep 0.01361239
p10 sleep 0.01361239
p11 sleep 0.01361239
p12 sleep 0.01361239
p13 sleep 0.01361239
p14 sleep 0.01361239
p15 sleep 0.01361239
p0 compute 5000000
p1 compute 5000000
p2 compute 5000000
p3 compute 5000000
p4 compute 5000000
p5 compute 5000000
p6 compute 5000000
p7 compute 5000000
p0 sleep 0.01
p1 sleep 0.01
p2 sleep 0.01
p3 sleep 0.01
p4 sleep 0.01
p5 sleep 0.01
p6 sleep 0.01
p7 sleep 0.01
p8 sleep 0.02
p9 sleep 0.02
p10 sleep 0.02
p11 sleep 0.02
p12 sleep 0.02
p13 sleep 0.02
p14 sleep 0.02
p15 sleep 0.02
p0 compute 5000000
p1 compute 5000000
p2 compute 5000000
p3 compute 5000000
p4 compute 5000000
p5 compute 5000000
p6 compute 5000000
p7 compute 5000000
p0 sleep 0.01
p1 sleep 0.01
p2 sleep 0.01
p3 sleep 0.01
p4 sleep 0.01
p5 sleep 0.01
p6 sleep 0.01
p7 sleep 0.01
p8 sleep 0.02
p9 sleep 0.02
p10 sleep 0.02
p11 sleep 0.02
p12 sleep 0.02
p13 sleep 0.02
p14 sleep 0.02
p15 sleep 0.02
p0 compute 2500000
p1 compute 2500000
p2 compute 2500000
p3 compute 2500000
p4 compute 2500000
p5 compute 2500000
p6 compute 2500000
p7 compute 2500000
